"ReceiptID";"TransactionID";"ProductID";"Quantity";"PriceAtPurchase"
223;92;13;1;29.99
224;92;5;3;65.0
225;92;38;2;21.0
226;92;16;3;34.99
227;93;23;3;65.0
228;94;5;1;65.0
229;94;33;2;14.99
230;94;22;2;18.5
231;95;30;1;16.99
232;95;10;3;180.0
233;95;28;3;59.99
234;96;30;2;16.99
235;96;28;1;59.99
236;96;38;1;21.0
237;96;18;2;249.99
238;97;37;1;12.5
239;97;40;2;44.99
240;97;25;2;14.99
241;97;22;1;18.5
242;98;17;3;115.0
243;98;22;3;18.5
244;98;18;2;249.99
245;99;6;3;120.0
246;99;16;2;34.99
247;100;31;2;129.0
248;100;32;1;38.5
249;101;26;2;79.99
250;101;16;3;34.99
251;102;36;3;13.5
252;102;34;3;22.0
253;102;23;2;65.0
254;102;28;2;59.99
255;103;20;1;42.0
256;103;17;3;115.0
257;103;15;1;19.95
258;104;13;3;29.99
259;104;14;2;45.0
260;105;7;1;85.0
261;105;13;2;29.99
262;105;19;1;24.5
263;106;18;1;249.99
264;106;3;3;349.99
265;107;32;1;38.5
266;107;7;3;85.0
267;108;29;2;45.0
268;108;22;2;18.5
269;108;12;1;28.0
270;108;4;1;79.99
271;109;37;3;12.5
272;110;10;2;180.0
273;110;37;1;12.5
274;111;39;2;32.0
275;111;40;2;44.99
276;111;15;2;19.95
277;111;34;2;22.0
278;112;37;3;12.5
279;112;40;3;44.99
280;112;4;1;79.99
281;113;17;1;115.0
282;113;6;1;120.0
283;114;11;1;39.99
284;115;19;1;24.5
285;115;3;3;349.99
286;115;15;1;19.95
287;115;30;2;16.99
288;116;28;3;59.99
289;116;8;1;22.5
290;117;10;1;180.0
291;117;5;2;65.0
292;117;4;3;79.99
293;118;29;3;45.0
294;118;8;2;22.5
295;118;30;3;16.99
296;119;29;2;45.0
297;119;6;3;120.0
298;119;39;2;32.0
299;119;3;3;349.99
300;120;15;3;19.95
301;121;18;3;249.99
302;122;31;3;129.0
303;122;34;2;22.0
304;123;32;2;38.5
305;123;6;2;120.0
306;123;31;2;129.0
307;123;23;3;65.0
308;124;27;3;45.0
309;124;32;2;38.5
310;124;19;3;24.5
311;125;21;2;34.0
312;126;33;2;14.99
313;126;1;1;199.99
314;126;35;1;28.5
315;126;30;3;16.99
316;127;29;3;45.0
317;127;4;1;79.99
318;127;14;2;45.0
319;127;18;2;249.99
320;128;2;3;89.5
321;129;20;1;42.0
322;129;36;3;13.5
323;130;8;1;22.5
324;130;30;3;16.99
325;131;33;2;14.99
326;131;18;2;249.99
327;131;27;1;45.0
328;132;25;3;14.99
329;132;13;3;29.99
330;133;18;2;249.99
331;134;1;3;199.99
332;134;19;3;24.5
333;134;20;3;42.0
334;135;35;3;28.5
335;135;31;3;129.0
336;135;23;2;65.0
337;135;22;2;18.5
338;136;37;1;12.5
339;136;25;2;14.99
340;137;25;1;14.99
341;137;10;3;180.0
342;137;32;3;38.5
343;137;3;2;349.99
344;138;34;2;22.0
345;139;27;1;45.0
346;139;10;2;180.0
347;140;6;2;120.0
348;140;22;3;18.5
349;140;35;3;28.5
350;140;25;2;14.99
351;141;16;3;34.99
352;142;6;1;120.0
353;142;28;3;59.99
354;143;11;2;39.99
355;143;20;1;42.0
356;143;2;2;89.5
357;143;3;2;349.99
358;144;16;2;34.99
359;144;34;3;22.0
360;145;12;3;28.0
361;145;6;2;120.0
362;146;32;1;38.5
363;146;38;1;21.0
364;147;30;2;16.99
365;147;17;2;115.0
366;147;1;3;199.99
367;148;29;2;45.0
368;149;17;2;115.0
369;149;30;2;16.99
370;149;20;1;42.0
371;149;13;1;29.99
372;150;37;3;12.5
373;150;19;2;24.5
374;150;2;2;89.5
375;151;39;3;32.0
376;152;39;1;32.0
377;152;23;3;65.0
378;153;9;2;145.0
379;153;7;2;85.0
380;153;3;1;349.99
381;154;6;2;120.0
382;154;19;3;24.5
383;155;9;2;145.0
384;155;35;3;28.5
385;156;17;2;115.0
386;156;31;3;129.0
387;157;5;3;65.0
388;157;10;2;180.0
389;157;15;1;19.95
390;157;26;2;79.99
391;158;30;2;16.99
392;159;38;1;21.0
393;159;25;3;14.99
394;159;24;1;26.99
395;160;40;3;44.99
396;160;15;2;19.95
397;160;5;3;65.0
398;161;8;2;22.5
399;161;9;1;145.0
400;161;3;1;349.99
401;161;20;1;42.0
402;162;30;3;16.99
403;162;24;3;26.99
404;162;35;3;28.5
405;162;27;1;45.0
406;163;32;3;38.5
407;164;24;1;26.99
408;165;24;3;26.99
409;165;7;2;85.0
410;166;4;1;79.99
411;166;26;1;79.99
412;166;18;2;249.99
413;167;39;1;32.0
414;167;2;2;89.5
415;168;5;1;65.0
416;168;36;3;13.5
417;169;10;2;180.0
418;169;39;1;32.0
419;169;1;1;199.99
420;170;8;1;22.5
421;170;2;1;89.5
422;171;2;1;89.5
423;171;12;1;28.0
424;171;17;3;115.0
425;172;5;2;65.0
426;173;29;3;45.0
427;174;34;2;22.0
428;175;4;2;79.99
429;176;32;3;38.5
430;177;21;3;34.0
431;178;18;3;249.99
432;178;40;3;44.99
433;179;25;2;14.99
434;179;39;2;32.0
435;179;34;3;22.0
436;180;8;3;22.5
437;181;28;1;59.99
438;181;29;2;45.0
439;182;27;2;45.0
440;182;7;3;85.0
441;182;21;2;34.0
442;182;28;2;59.99
443;183;5;3;65.0
444;183;6;3;120.0
445;183;28;2;59.99
446;183;7;1;85.0
447;184;8;3;22.5
448;184;27;2;45.0
449;184;23;3;65.0
450;185;23;3;65.0
451;185;7;1;85.0
452;185;37;1;12.5
453;186;7;3;85.0
454;186;23;2;65.0
455;187;37;3;12.5
456;187;15;3;19.95
457;187;28;3;59.99
458;188;39;3;32.0
459;189;12;2;28.0
460;190;22;1;18.5
461;190;23;1;65.0
462;190;1;3;199.99
463;191;10;3;180.0
464;192;34;1;22.0
465;193;22;3;18.5
466;193;11;2;39.99
467;193;24;3;26.99
468;193;20;3;42.0
469;194;11;1;39.99
470;194;40;3;44.99
471;195;28;2;59.99
472;195;32;2;38.5
473;195;39;1;32.0
474;195;29;3;45.0
475;196;8;3;22.5
476;196;19;3;24.5
477;196;38;2;21.0
478;196;32;1;38.5
479;197;1;1;199.99
480;198;17;2;115.0
481;198;19;1;24.5
482;199;12;3;28.0
483;199;9;1;145.0
484;199;25;3;14.99
485;199;35;3;28.5
486;200;26;3;79.99
487;201;30;1;16.99
488;202;37;1;12.5
489;202;26;2;79.99
490;202;27;1;45.0
491;202;19;2;24.5
492;203;24;1;26.99
493;203;6;2;120.0
494;203;28;3;59.99
495;203;7;2;85.0
496;204;20;1;42.0
497;204;22;3;18.5
498;204;15;3;19.95
499;204;11;1;39.99
500;205;23;1;65.0
501;205;10;1;180.0
502;206;12;1;28.0
503;206;39;3;32.0
504;207;30;3;16.99
505;207;37;3;12.5
506;207;38;3;21.0
507;207;29;3;45.0
508;208;10;2;180.0
509;208;29;2;45.0
510;208;5;3;65.0
511;209;23;3;65.0
512;210;29;2;45.0
513;210;3;1;349.99
514;210;4;3;79.99
515;210;24;1;26.99
516;211;30;2;16.99
517;211;38;3;21.0
518;211;36;3;13.5
519;211;3;1;349.99
520;212;33;1;14.99
521;212;10;2;180.0
522;212;4;3;79.99
523;212;29;1;45.0
524;213;3;3;349.99
525;213;16;2;34.99
526;214;24;2;26.99
527;214;19;2;24.5
528;215;22;1;18.5
529;216;19;2;24.5
530;216;17;1;115.0
531;216;39;3;32.0
532;216;10;3;180.0
533;217;26;3;79.99
534;217;9;1;145.0
535;217;39;2;32.0
536;218;9;3;145.0
537;218;34;3;22.0
538;218;6;2;120.0
539;219;24;2;26.99
540;220;32;1;38.5
541;220;13;1;29.99
542;220;15;1;19.95
543;221;22;3;18.5
544;222;10;1;180.0
545;222;11;3;39.99
546;222;12;2;28.0
547;222;40;1;44.99
548;223;29;2;45.0
549;223;40;3;44.99
550;224;20;1;42.0
551;224;31;2;129.0
552;225;30;3;16.99
553;225;19;2;24.5
554;225;25;1;14.99
555;225;33;1;14.99
556;226;4;3;79.99
557;226;31;1;129.0
558;226;24;3;26.99
559;227;6;2;120.0
560;227;11;3;39.99
561;227;18;1;249.99
562;228;29;1;45.0
563;228;23;2;65.0
564;229;16;2;34.99
565;229;25;1;14.99
566;229;6;1;120.0
567;230;10;2;180.0
568;230;9;2;145.0
569;230;3;3;349.99
570;231;29;1;45.0
571;231;40;2;44.99
572;231;1;1;199.99
573;231;6;1;120.0
574;232;8;1;22.5
575;232;19;1;24.5
576;232;16;1;34.99
577;232;20;2;42.0
578;233;5;3;65.0
579;233;8;1;22.5
580;233;32;3;38.5
581;233;39;3;32.0
582;234;19;1;24.5
583;234;28;3;59.99
584;235;12;1;28.0
585;235;6;3;120.0
586;235;34;3;22.0
587;235;24;3;26.99
588;236;25;2;14.99
589;237;24;1;26.99
590;237;17;2;115.0
591;237;2;1;89.5
592;237;23;3;65.0
593;238;38;3;21.0
594;239;3;3;349.99
595;239;23;2;65.0
596;240;31;3;129.0
597;240;12;2;28.0
598;240;9;1;145.0
599;240;5;2;65.0
600;241;3;2;349.99
601;241;21;3;34.0
602;242;17;2;115.0
603;242;3;1;349.99
604;242;13;3;29.99
605;242;19;2;24.5
606;243;28;2;59.99
607;243;26;2;79.99
608;243;29;1;45.0
609;244;24;3;26.99
610;244;34;2;22.0
611;244;18;1;249.99
612;244;6;2;120.0
613;245;21;2;34.0
614;245;7;3;85.0
615;245;6;2;120.0
616;246;11;3;39.99
617;246;29;2;45.0
618;246;23;3;65.0
619;246;3;2;349.99
620;247;5;3;65.0
621;248;33;1;14.99
622;248;11;3;39.99
623;248;2;3;89.5
624;249;5;3;65.0
625;249;16;2;34.99
626;250;39;1;32.0
627;251;24;3;26.99
628;251;29;1;45.0
629;251;5;3;65.0
630;252;18;1;249.99
631;252;16;3;34.99
632;252;8;1;22.5
633;253;36;1;13.5
634;253;8;3;22.5
635;253;17;2;115.0
636;253;29;3;45.0
637;254;9;1;145.0
638;255;6;3;120.0
639;255;21;3;34.0
640;255;23;2;65.0
641;255;5;2;65.0
642;256;24;1;26.99
643;256;33;1;14.99
644;257;32;2;38.5
645;257;2;3;89.5
646;258;36;1;13.5
647;258;9;2;145.0
648;258;40;2;44.99
649;258;6;3;120.0
650;259;27;2;45.0
651;259;37;3;12.5
652;259;5;1;65.0
653;259;9;2;145.0
654;260;9;1;145.0
655;260;36;1;13.5
656;260;38;2;21.0
657;261;34;1;22.0
658;262;21;2;34.0
659;262;15;3;19.95
660;263;13;1;29.99
661;263;36;3;13.5
662;263;18;2;249.99
663;264;33;3;14.99
664;265;11;3;39.99
665;265;40;3;44.99
666;266;2;1;89.5
667;267;14;3;45.0
668;267;37;3;12.5
669;267;27;1;45.0
670;268;20;3;42.0
671;268;31;2;129.0
672;268;16;2;34.99
673;269;11;2;39.99
674;270;14;2;45.0
675;270;22;3;18.5
676;270;39;2;32.0
677;270;10;3;180.0
678;271;24;3;26.99
679;271;33;1;14.99
680;272;8;1;22.5
681;272;18;1;249.99
682;272;29;1;45.0
683;272;16;2;34.99
684;273;16;3;34.99
685;273;11;2;39.99
686;273;21;1;34.0
687;273;37;1;12.5
688;274;32;2;38.5
689;274;20;3;42.0
690;274;2;2;89.5
691;274;6;1;120.0
692;275;4;3;79.99
693;275;19;3;24.5
694;275;32;3;38.5
695;276;7;2;85.0
696;277;26;2;79.99
697;277;24;1;26.99
698;277;3;3;349.99
699;278;36;2;13.5
700;278;19;3;24.5
701;278;5;2;65.0
702;279;40;1;44.99
703;279;8;2;22.5
704;279;9;2;145.0
705;280;10;3;180.0
706;280;13;2;29.99
707;280;39;3;32.0
708;281;9;3;145.0
709;282;10;2;180.0
710;282;39;3;32.0
711;282;33;2;14.99
712;282;9;1;145.0
713;283;38;3;21.0
714;283;22;3;18.5
715;283;33;2;14.99
716;284;31;2;129.0
717;284;2;3;89.5
718;284;24;1;26.99
719;285;2;2;89.5
720;285;39;3;32.0
721;285;31;3;129.0
722;286;38;2;21.0
723;287;10;3;180.0
724;287;16;1;34.99
725;287;3;1;349.99
726;287;37;1;12.5
727;288;10;3;180.0
728;288;27;2;45.0
729;288;14;3;45.0
730;288;33;3;14.99
731;289;34;3;22.0
732;289;14;2;45.0
733;290;21;2;34.0
734;290;12;3;28.0
735;290;30;2;16.99
736;290;35;3;28.5
737;291;40;1;44.99
738;291;31;2;129.0
739;291;13;3;29.99
740;292;19;2;24.5
741;292;14;2;45.0
742;292;32;2;38.5
743;293;19;3;24.5
744;293;8;3;22.5
745;293;37;2;12.5
746;294;19;2;24.5
747;294;3;3;349.99
748;295;17;3;115.0
749;295;31;2;129.0
750;295;14;3;45.0
751;295;13;3;29.99
752;296;40;3;44.99
753;297;4;1;79.99
754;297;34;3;22.0
755;298;27;2;45.0
756;299;9;1;145.0
757;300;31;2;129.0
758;300;13;3;29.99
759;300;19;1;24.5
760;300;21;1;34.0
761;301;35;1;28.5
762;301;3;2;349.99
763;302;32;1;38.5
764;302;12;2;28.0
765;302;19;3;24.5
766;302;3;3;349.99
767;303;30;2;16.99
768;303;35;1;28.5
769;303;34;3;22.0
770;304;8;1;22.5
771;304;22;3;18.5
772;305;12;2;28.0
773;305;1;3;199.99
774;305;22;3;18.5
775;306;40;2;44.99
776;306;26;3;79.99
777;307;7;2;85.0
778;307;12;1;28.0
779;307;9;1;145.0
780;307;31;2;129.0
781;308;18;3;249.99
782;308;22;3;18.5
783;308;20;1;42.0
784;308;38;2;21.0
785;309;4;2;79.99
786;309;8;2;22.5
787;310;8;3;22.5
788;310;19;1;24.5
789;310;24;1;26.99
790;311;30;2;16.99
791;311;39;2;32.0
792;312;35;1;28.5
793;312;14;3;45.0
794;312;16;2;34.99
795;312;39;3;32.0
796;313;37;1;12.5
797;314;37;1;12.5
798;314;35;1;28.5
799;315;8;1;22.5
800;315;14;3;45.0
801;315;38;2;21.0
802;315;32;1;38.5
803;316;30;2;16.99
804;316;37;3;12.5
805;316;4;2;79.99
806;316;36;3;13.5
807;317;1;1;199.99
808;317;14;1;45.0
809;317;38;2;21.0
810;318;35;1;28.5
811;319;19;2;24.5
812;320;24;3;26.99
813;320;25;3;14.99
814;320;29;3;45.0
815;320;6;1;120.0
816;321;12;3;28.0
817;322;15;1;19.95
818;322;1;2;199.99
819;323;35;2;28.5
820;323;25;2;14.99
821;323;15;1;19.95
822;323;16;2;34.99
823;324;3;3;349.99
824;325;16;1;34.99
825;326;29;3;45.0
826;327;16;3;34.99
827;328;15;1;19.95
828;328;35;3;28.5
829;328;14;2;45.0
830;328;4;1;79.99
831;329;37;1;12.5
832;329;39;2;32.0
833;329;21;1;34.0
834;330;27;2;45.0
835;330;20;1;42.0
836;331;28;2;59.99
837;331;36;1;13.5
838;332;34;2;22.0
839;332;21;2;34.0
840;332;27;1;45.0
841;332;10;3;180.0
842;333;20;2;42.0
843;333;10;1;180.0
844;334;36;1;13.5
845;334;34;2;22.0
846;334;9;1;145.0
847;334;25;2;14.99
848;335;24;1;26.99
849;335;6;2;120.0
850;335;35;2;28.5
851;335;13;3;29.99
852;336;5;1;65.0
853;337;31;2;129.0
854;337;14;2;45.0
855;338;8;1;22.5
856;338;31;3;129.0
857;339;26;3;79.99
858;339;16;2;34.99
859;340;30;2;16.99
860;340;35;2;28.5
861;340;23;3;65.0
862;340;20;2;42.0
863;341;21;1;34.0
864;341;14;3;45.0
865;341;24;1;26.99
866;341;27;3;45.0
867;342;36;2;13.5
868;342;38;1;21.0
869;342;27;1;45.0
870;343;37;3;12.5
871;343;16;3;34.99
872;343;32;2;38.5
873;343;36;2;13.5
874;344;30;3;16.99
875;344;11;3;39.99
876;344;23;2;65.0
877;344;9;1;145.0
878;345;34;1;22.0
879;346;1;2;199.99
880;347;5;1;65.0
881;347;10;1;180.0
882;348;4;3;79.99
883;348;40;2;44.99
884;348;31;1;129.0
885;349;1;3;199.99
886;349;2;2;89.5
887;349;34;1;22.0
888;349;18;3;249.99
889;350;12;1;28.0
890;350;7;1;85.0
891;350;34;3;22.0
892;350;10;3;180.0
893;351;26;2;79.99
894;351;6;2;120.0
895;351;24;3;26.99
896;352;20;3;42.0
897;352;6;3;120.0
898;353;26;2;79.99
899;354;4;2;79.99
900;354;1;2;199.99
901;354;11;3;39.99
902;354;6;2;120.0
903;355;15;1;19.95
904;356;18;3;249.99
905;356;3;3;349.99
906;356;5;1;65.0
907;356;35;1;28.5
908;357;38;3;21.0
909;357;10;2;180.0
910;358;37;3;12.5
911;358;16;2;34.99
912;359;25;3;14.99
913;359;9;3;145.0
914;359;6;2;120.0
915;360;15;3;19.95
916;360;5;3;65.0
917;360;22;2;18.5
918;360;39;2;32.0
919;361;29;2;45.0
920;361;32;3;38.5
921;361;15;2;19.95
922;362;6;3;120.0
923;362;40;1;44.99
924;362;19;1;24.5
925;362;16;2;34.99
926;363;25;2;14.99
927;363;21;1;34.0
928;364;29;1;45.0
929;364;24;1;26.99
930;364;18;1;249.99
931;365;36;1;13.5
932;365;33;1;14.99
933;365;27;2;45.0
934;365;7;3;85.0
935;366;25;2;14.99
936;366;1;2;199.99
937;366;19;1;24.5
938;367;37;1;12.5
939;367;34;3;22.0
940;368;18;2;249.99
941;368;20;2;42.0
942;369;28;2;59.99
943;369;18;2;249.99
944;370;17;3;115.0
945;370;16;3;34.99
946;370;32;1;38.5
947;371;20;2;42.0
948;371;1;2;199.99
949;372;29;3;45.0
950;372;22;3;18.5
951;372;28;1;59.99
952;373;31;1;129.0
953;373;21;2;34.0
954;374;37;2;12.5
955;374;16;2;34.99
956;374;21;2;34.0
957;374;25;1;14.99
958;375;36;3;13.5
959;375;2;2;89.5
960;376;19;1;24.5
961;376;5;3;65.0
962;376;27;2;45.0
963;376;32;1;38.5
964;377;28;1;59.99
965;377;25;2;14.99
966;378;35;2;28.5
967;378;33;3;14.99
968;378;27;3;45.0
969;378;3;3;349.99
970;379;16;3;34.99
971;380;40;3;44.99
972;380;3;3;349.99
973;381;22;1;18.5
974;381;28;2;59.99
975;381;7;1;85.0
976;381;1;3;199.99
977;382;29;2;45.0
978;382;24;2;26.99
979;383;23;2;65.0
980;383;2;1;89.5
981;384;8;3;22.5
982;385;22;3;18.5
983;385;30;2;16.99
984;385;14;2;45.0
985;386;29;1;45.0
986;386;21;3;34.0
987;386;5;1;65.0
988;386;20;1;42.0
989;387;11;3;39.99
990;388;36;2;13.5
991;388;11;3;39.99
992;389;26;1;79.99
993;389;12;3;28.0
994;390;2;3;89.5
995;390;40;2;44.99
996;390;13;2;29.99
997;390;29;1;45.0
998;391;18;3;249.99
999;391;5;1;65.0
1000;392;21;1;34.0
1001;392;13;2;29.99
1002;392;30;3;16.99
1003;393;39;2;32.0
1004;393;25;3;14.99
1005;393;40;1;44.99
1006;394;40;1;44.99
1007;394;12;3;28.0
1008;394;20;1;42.0
1009;394;38;2;21.0
1010;395;8;3;22.5
1011;395;12;1;28.0
1012;395;24;3;26.99
1013;396;37;2;12.5
1014;396;25;1;14.99
1015;397;36;2;13.5
1016;397;11;2;39.99
1017;398;29;2;45.0
1018;398;40;1;44.99
1019;398;4;2;79.99
1020;399;36;3;13.5
1021;399;33;2;14.99
1022;399;32;2;38.5
1023;399;27;3;45.0
1024;400;6;1;120.0
1025;400;37;1;12.5
1026;401;15;1;19.95
1027;401;35;2;28.5
1028;401;19;3;24.5
1029;402;36;1;13.5
1030;402;33;2;14.99
1031;402;8;3;22.5
1032;402;37;2;12.5
1033;403;29;3;45.0
1034;404;16;2;34.99
1035;405;23;1;65.0
1036;405;6;1;120.0
1037;405;29;1;45.0
1038;406;40;3;44.99
1039;406;28;1;59.99
1040;406;11;1;39.99
1041;407;35;3;28.5
1042;407;18;1;249.99
1043;407;39;2;32.0
1044;408;37;3;12.5
1045;408;18;1;249.99
1046;408;33;1;14.99
1047;409;18;3;249.99
1048;410;16;3;34.99
1049;410;10;2;180.0
1050;411;32;3;38.5
1051;411;10;2;180.0
1052;411;37;2;12.5
1053;411;18;2;249.99
1054;412;26;3;79.99
1055;413;30;3;16.99
1056;413;32;1;38.5
1057;413;21;3;34.0
1058;414;23;1;65.0
1059;414;5;2;65.0
1060;414;35;1;28.5
1061;414;26;2;79.99
1062;415;22;1;18.5
1063;415;36;3;13.5
1064;415;37;2;12.5
1065;416;3;1;349.99
1066;417;8;1;22.5
1067;418;28;1;59.99
1068;419;11;3;39.99
1069;419;18;2;249.99
1070;419;6;2;120.0
1071;420;4;3;79.99
1072;420;26;2;79.99
1073;421;28;3;59.99
1074;421;6;1;120.0
1075;422;5;3;65.0
1076;422;9;3;145.0
1077;422;38;2;21.0
1078;422;15;1;19.95
1079;423;8;2;22.5
1080;423;28;1;59.99
1081;423;9;1;145.0
1082;424;7;2;85.0
1083;425;25;3;14.99
1084;425;9;3;145.0
1085;426;40;3;44.99
1086;427;14;3;45.0
1087;427;10;3;180.0
1088;427;27;2;45.0
1089;428;9;1;145.0
1090;429;23;1;65.0
1091;429;28;2;59.99
1092;429;21;3;34.0
1093;429;9;1;145.0
1094;430;2;3;89.5
1095;430;20;3;42.0
1096;430;14;3;45.0
1097;431;19;2;24.5
1098;431;4;1;79.99
1099;431;16;1;34.99
1100;431;32;2;38.5
1101;432;34;1;22.0
1102;433;25;2;14.99
1103;433;37;2;12.5
1104;434;31;1;129.0
1105;434;5;3;65.0
1106;435;14;2;45.0
1107;435;3;3;349.99
1108;435;4;2;79.99
1109;436;28;3;59.99
1110;436;26;3;79.99
1111;436;6;1;120.0
1112;436;35;2;28.5
1113;437;33;1;14.99
1114;438;26;2;79.99
1115;438;38;3;21.0
1116;438;5;2;65.0
1117;439;16;1;34.99
1118;440;40;3;44.99
1119;440;39;3;32.0
1120;440;4;3;79.99
1121;440;20;3;42.0
1122;441;9;3;145.0
1123;442;23;2;65.0
1124;442;34;1;22.0
1125;442;17;3;115.0
1126;442;11;2;39.99
1127;443;22;2;18.5
1128;444;17;3;115.0
1129;445;32;2;38.5
1130;446;32;3;38.5
1131;447;17;3;115.0
1132;447;7;3;85.0
1133;448;33;1;14.99
1134;448;1;1;199.99
1135;449;24;1;26.99
1136;449;25;3;14.99
1137;449;10;3;180.0
1138;449;12;3;28.0
1139;450;21;2;34.0
1140;450;16;3;34.99
1141;451;37;2;12.5
1142;452;12;1;28.0
1143;453;5;2;65.0
1144;453;30;1;16.99
1145;453;19;3;24.5
1146;453;20;2;42.0
1147;454;19;2;24.5
